,content,target
6104,Not sure how was the free gift given as I remember I start buying but never tell me I can claim free gift when I do my first purchase? After buying few times I check they say I not entitle to gift.?????,1
6105,Easy to use. Fun ways of earning coins.,1
6106,Many products and can be a seller! Good app.,1
6107,Most of the seller is very responsible and good packing...so far no problem....enjoy shopping wif shopee!Cheerz,1
6108,Great shopping experienced. Makes shopping easier.,1
6109,"My wife love using shopee! Great app easy to use, Price not bad. Customers service are good.",1
6110,Shopping on shopee is a breeze. Love the app so much.,1
6111,"Easy to use , received stocks safety",1
6112,Reliable seller and some items are cheap compare to other websites.,1
6113,A very good online shopping.. Payment will Be deducted only once you receive the items and confirmed it.. Well done👏👏👏,1
6114,Easy and fast and secure.all you need from online shopping website.,1
6115,Good and easy to use.. fast delivery and reliable,1
6116,Easy and value for money online shopping experience.,1
6117,Super convenience platform and hassle free payment checkout..,1
6118,Easy to use. Best part u will know seller location..😄,1
6119,Easy and convenience Just order and wait for your items to be delivered at your door.,1
6120,"Easy to shop, so far all goods received in good condition and within 2 weeks",1
6121,"All Items Ordered Received in Good Condition with Reasonable or Cheap Prices, Really Recommended to Others",1
6122,App offers wide variety if products. Easy to use.,1
6123,"Easy simple way, and chatting with seller...countless goods we can get!",1
6124,Excellent online shopping with multiple products at great prices and super fast shipping,1
6125,"Fast response, fast delivery and good quality. Thank you",1
6126,"One of the easiest and best online shop, reliable.",1
6127,"Wide range of items, some r unique.",1
6128,First time buying from Shopee. Good experience! Will shop more often.,1
6129,Been doing a lot of online purchase. So far everything is good.,1
6130,Book arrived as scheduled and delivery estimation is tracked.,1
6131,Overall a good buying experience.,1
6132,Easy to use! A lot of choices,1
6133,"Fuss free app. Delivery always within short period. Everything, like i mean it everything is in this app and cheap too! 😍😍",1
6134,So far this app was good. Check in everyday wz coin can use to offset purchase.,1
6135,A good and decent app for online shopping. 😁💪👍,1
6136,Good shopping experience and games too,1
6137,"Wide range of options & deals, fast deliveries.",1
6138,Products were delivered promptly. Also value for money.,1
6139,Fun way to shop with unique games and good offers!,1
6140,so far all have being good while using apps sellers fast to respond notify once something crops up,1
6141,Love the escrow system as well as helpful support staff. Keep up the good work!,1
6142,"Convenient, easy to get whatever you want from shopee.",1
6143,"Clear and prompt delivery process, good experience.",1
6144,Very good and good service 👍👍👍 Always like to purchase items shopee,1
6145,All lot of products to buy during this period.,1
6146,"Affordable price, wide selection, smooth delivery.",1
6147,Easy to use and service is good.,1
6148,This app is good for fast deals espically in times of the cb,1
6149,So far so good. However dk how the lucky draw for the $1 works.,1
6150,Enjoying online shopping during this CB period.. haha..,1
6151,Good deal items received in good condition and fast delivery.,1
6152,My goods is securely packed. Very professional. Delivery notification is accurate & easily follow. It is my first time using it. Thank you very much! Best Regsrds! AmyLok,1
6153,Price reasonable variety product available in store check for free delivery or fast service,1
6154,The most idiot-proof and BEST online shopping platform ever !!,1
6155,Great deals in the app. Clear format and navigation,1
6156,"good service,received product very fast.Same as picture.",1
6157,Easy to use and can always find good deals!,1
6158,Overall shopping experience is good.. with minimum cancellations..,1
6159,Easy to use app. Payment deducted after receiving goods.,1
6160,Reliable and wide range of products. Easy to order.,1
6161,Very reliable.. Been ordering stuff as im bored at home due to circuit breaker.. Item all receive bfr dateline..,1
6162,"I satisfied with some of my purchase. Still there are things that only look good in the picture, but when arrived a bit disappointed",1
6163,Easy and convenient way to shop... Easy to equiry thru chat and easy delivery to door step,1
6164,Affordable products but do read every detail carefully.,1
6165,My purchases and deliveries went very smoothly without any hiccups,1
6166,Super duper useful during these trying times.,1
6167,"Shopping at shopee is good ...only some seller ,need alot time to delivery the item out...",1
6168,"Easy shopping, reasonable price",1
6169,Easy and friendly to use,1
6170,One of the most popular platform with competitive pricing and promotion,1
6171,"Like the varieties of product and many overseas options. I am glad the Taiwanese and Japanese sellers I made purchases from are responsive. I do find seller putting fake ""cut & paste"" comments, good to read the reviews and have info of the sellers.",1
6172,Buy quite lot of things with this app. Deliver charges for some item free even with express.,1
6173,Delivery is quite fast and goods received in good conditions.,1
6174,"Been shopping quite a while with shoppe, nagivation is easy and discount for some products are great. Reliable and refund is done promptly.",1
6175,Soo many items to choose from!,1
6176,Great online platform to shop!,1
6177,Good range of products with various promotion.,1
6178,Items found on shopee are usually Cheapest among all the online shopping platforms,1
6179,Great online shop with many discount and cashback options.,1
6180,Great shopping app. Lots of choices.,1
6181,"Easy to navigate, gd shopping experience!",1
6182,Wonderful App that helps seller and business owner 👍,1
6183,I love the way their service and I love the way they picked it so nicely,1
6184,Hassle free app for my one stop solutions for online shopping.,1
6185,good and smooth experience so far using shoppee for my purchases.,1
6186,Everything is direct quick and easy without any fuss,1
6187,Very useful and very convenient the price is quite cheap than other ap,1
6188,Very convenient to use. There are improvements here and there.,1
6189,Easy to use click and buy... That's it,1
